,식당이름,카테고리,별점,리뷰 수,웹사이트,주소,지역명,위도,경도
3483,초정약수식당,restaurant,4.6,5,https://place.map.kakao.com/81596606,세종특별자치시 금남면 초정길 37(지번) 금남면 대박리 323,세종,36.482155255995,127.338048308581
3484,망향비빔국수 세종점,restaurant,3.5,118,https://place.map.kakao.com/1340689805,세종특별자치시 바른7길 4 1층(지번) 아름동 897,세종,36.5217769347723,127.249140608166
3485,석기정부대찌개,restaurant,4.1,44,https://place.map.kakao.com/10491478,세종특별자치시 조치원읍 조치원3길 30-1(지번) 조치원읍 교리 23-11,세종,36.6029882094117,127.298676145877
3486,청주본가소문난왕갈비탕 조치원점,restaurant,5.0,7,https://place.map.kakao.com/795362517,세종특별자치시 조치원읍 세종로 2722 1층(지번) 조치원읍 신안리 206-4,세종,36.6287552281578,127.289404536785
3487,스타벅스 세종아름점,cafe,4.4,41,https://place.map.kakao.com/1583526937,"세종특별자치시 아름서1길 13-9 1,2층(지번) 아름동 1329",세종,36.5116705456461,127.242604376472
3488,만세곱창 조치원점,restaurant,4.8,17,https://place.map.kakao.com/1456449519,세종특별자치시 조치원읍 행복10길 11 1층 102호(지번) 조치원읍 침산리 267-7,세종,36.6043183277678,127.291122745415
3489,방가삼대얼큰한뼈해장국 세종어진점,restaurant,4.5,11,https://place.map.kakao.com/2038625376,세종특별자치시 갈매로 353 A동 1022호(지번) 어진동 670,세종,36.495606258638,127.262700936321
3490,행복길19,restaurant,4.1,28,https://place.map.kakao.com/1792749788,세종특별자치시 조치원읍 행복길 19 1층(지번) 조치원읍 침산리 262-11,세종,36.6035348251122,127.291844161766
3491,일품양평해장국 세종어진점,restaurant,3.7,5,https://place.map.kakao.com/1684791242,세종특별자치시 가름로 180 세종파이낸스3차 132~133호(지번) 어진동 666,세종,36.4974460316357,127.259874046639
3492,포항막회,restaurant,4.3,6,https://place.map.kakao.com/36969532,세종특별자치시 나성로 125-4 1층 101호(지번) 나성동 797,세종,36.4902461277372,127.258890199895
3493,곤드레말 부강점,restaurant,4.4,23,https://place.map.kakao.com/1592001417,세종특별자치시 부강면 부강외천로 104-1 1층(지번) 부강면 문곡리 1072,세종,36.5263033595474,127.377412911556
3494,본래순대 세종청사점,restaurant,3.9,14,https://place.map.kakao.com/461940532,세종특별자치시 도움8로 81 2층 201호(지번) 어진동 608,세종,36.5046900646021,127.270850974147
3495,스타벅스 세종금강DT점,cafe,4.0,238,https://place.map.kakao.com/1396531847,세종특별자치시 시청대로 45(지번) 대평동 667,세종,36.4760991604354,127.277438430127
3496,다다카츠,restaurant,5.0,31,https://place.map.kakao.com/1406610307,세종특별자치시 마음로 67(지번) 고운동 1729,세종,36.5048214169672,127.232785913049
3497,카페165,cafe,5.0,25,https://place.map.kakao.com/1813934159,세종특별자치시 금남면 발산3길 76(지번) 금남면 발산리 165,세종,36.4510580082675,127.293185537747
3498,도담애감자탕부대찌개 본점,restaurant,4.3,5,https://place.map.kakao.com/1224442533,세종특별자치시 보듬3로 8-12 라온프라이빗시티1차 2층 207호(지번) 도담동 665,세종,36.5134266970215,127.258778830199
3499,국민회수산시장,restaurant,4.5,9,https://place.map.kakao.com/157644194,"세종특별자치시 달빛로 222 재원빌딩 1층 102, 103호(지번) 아름동 1178",세종,36.5186283763707,127.252621084393
3500,커피사피엔스 세종정부청사점,cafe,5.0,3,https://place.map.kakao.com/620790320,세종특별자치시 도움8로 11-11 어진프라자 1층 103호(지번) 어진동 551,세종,36.5076388954939,127.262800305282
3501,자담치킨 세종소담점,restaurant,3.6,3,https://place.map.kakao.com/1082895316,세종특별자치시 국책연구원1로 15 새샘마을9단지 상가 B동 104호(지번) 소담동 521,세종,36.49101863889,127.299898214554
3502,태백닭갈비만두전골,restaurant,4.8,34,https://place.map.kakao.com/946998265,세종특별자치시 마음안로 73 1층(지번) 고운동 1639,세종,36.5084670604901,127.23438621818
3503,두툼참숯풍천장어,restaurant,4.6,27,https://place.map.kakao.com/1005162273,세종특별자치시 금남면 금남구즉로 110-9 1층 102-1호(지번) 금남면 신촌리 113-1,세종,36.4729138554415,127.290050676075
3504,원조 중앙아구찜,restaurant,3.8,11,https://place.map.kakao.com/10002429,세종특별자치시 조치원읍 조치원3길 16(지번) 조치원읍 원리 15-6,세종,36.602095506411,127.298797769147
3505,이동국상황족발 새롬점,restaurant,4.3,4,https://place.map.kakao.com/617786520,세종특별자치시 새롬북로 14 새뜸마을3단지상가 1동 1층 117호(지번) 새롬동 597,세종,36.4860306473136,127.245918433071
3506,꽃삼마을,restaurant,4.5,36,https://place.map.kakao.com/1533103948,세종특별자치시 조치원읍 행복3길 15 1층(지번) 조치원읍 침산리 264-3,세종,36.6041827192625,127.291633461394
3507,초록애가든,restaurant,4.4,37,https://place.map.kakao.com/27446179,세종특별자치시 장군면 월현윗길 31 1층(지번) 장군면 봉안리 304-5,세종,36.5016973890912,127.222968140949
3508,큰손아구찜해물찜,restaurant,5.0,3,https://place.map.kakao.com/1644794469,세종특별자치시 조치원읍 섭골길 26 1층(지번) 조치원읍 신안리 390-3,세종,36.6141905748249,127.29049251313
3509,이디야커피 세종시소담동점,cafe,4.3,1,https://place.map.kakao.com/1053114422,세종특별자치시 소담1로 12 지엘플렉스1 106~107호(지번) 소담동 582,세종,36.4850188207008,127.301475155646
3510,국수파는집,restaurant,4.6,12,https://place.map.kakao.com/676065274,세종특별자치시 노을1로 16 첫마을2단지 상가동 150호(지번) 한솔동 946,세종,36.480647649368,127.26086566007
3511,청담이상 세종도담점,restaurant,3.5,9,https://place.map.kakao.com/450049915,세종특별자치시 보듬3로 8-37 원프라자 2층 202~205호(지번) 도담동 678,세종,36.5155759010525,127.257843295432
3512,맛나당칼국수,restaurant,3.8,87,https://place.map.kakao.com/11082389,세종특별자치시 부강면 부강로 35(지번) 부강면 부강리 431-3,세종,36.5290228659103,127.366219333697
3513,메가MGC커피 세종봉암점,cafe,4.0,5,https://place.map.kakao.com/538501664,세종특별자치시 연서면 당산로 345 1층(지번) 연서면 봉암리 207-2,세종,36.5625090644696,127.28245076655
3514,홍구등갈비 세종점,restaurant,4.9,12,https://place.map.kakao.com/1454002776,세종특별자치시 고운서길 19 1층 101호(지번) 고운동 1717,세종,36.5058583705652,127.233986545297
3515,을밀대 본점,restaurant,4.2,1146,https://place.map.kakao.com/25048467,서울 마포구 숭문길 24 1층(지번) 염리동 147-6,서울,37.5474926724344,126.945531718956
3516,진주집,restaurant,3.9,3853,https://place.map.kakao.com/8094563,"서울 영등포구 국제금융로6길 33 지하1층 5,6,7,27,28호(지번) 여의도동 36-2",서울,37.5207908297398,126.926911965929
3517,원조호수삼계탕 본점,restaurant,3.5,263,https://place.map.kakao.com/8510748,서울 영등포구 도림로 276 1층(지번) 신길동 342-108,서울,37.502647972871,126.904373139824
3518,을밀대 강남점,restaurant,3.6,343,https://place.map.kakao.com/12418029,서울 강남구 테헤란로4길 46 지하1층(지번) 역삼동 826-37,서울,37.4955481444177,127.03006467392
3519,만배아리랑,restaurant,4.1,18,https://place.map.kakao.com/198136066,"서울 강서구 화곡로18길 24 강서뉴타워 1층 111,113호(지번) 화곡동 1071-19",서울,37.5390663932795,126.835418976281
3520,장인닭갈비 강남점,restaurant,3.6,2725,https://place.map.kakao.com/95713992,서울 강남구 테헤란로1길 19 지하 1층(지번) 역삼동 820-1,서울,37.499602303374,127.027516707375
3521,을지면옥,restaurant,3.9,598,https://place.map.kakao.com/1106001789,서울 종로구 삼일대로30길 12 1층(지번) 낙원동 55-1,서울,37.573686660928,126.988587758979
3522,봉밀가 강남구청점,restaurant,4.4,136,https://place.map.kakao.com/26794399,서울 강남구 선릉로 664 1층(지번) 삼성동 8-1,서울,37.5158910703504,127.042316926707
3523,중앙해장,restaurant,4.1,1720,https://place.map.kakao.com/27531028,서울 강남구 영동대로86길 17 육인빌딩 1층(지번) 대치동 996-16,서울,37.5082825127305,127.065480465852
3524,밍글스,restaurant,4.2,290,https://place.map.kakao.com/24073852,서울 강남구 도산대로67길 19 힐탑빌딩 2층(지번) 청담동 94-6,서울,37.5253702976666,127.044160043187
3525,서궁,restaurant,3.5,177,https://place.map.kakao.com/10500536,서울 영등포구 국제금융로 86 롯데캐슬아이비 지하1층(지번) 여의도동 43-4,서울,37.5202061193308,126.931800002781
3526,광화문국밥 본점,restaurant,4.0,316,https://place.map.kakao.com/2067124772,서울 중구 세종대로21길 53 1층(지번) 정동 1-48,서울,37.5689547897755,126.975422571498
3527,농민백암순대 본점,restaurant,4.5,1456,https://place.map.kakao.com/17163273,서울 강남구 선릉로86길 40-4 알앤지타운 1층(지번) 대치동 896-33,서울,37.5037329376349,127.052982069884
3528,일품진진수라 광화문점,restaurant,4.0,130,https://place.map.kakao.com/967729291,서울 종로구 종로5길 7 타워8빌딩 지하2층 201~206호(지번) 청진동 128,서울,37.5706161018862,126.980559892691
3529,울프강스테이크하우스,restaurant,3.7,1407,https://place.map.kakao.com/26572124,서울 강남구 선릉로152길 21 영인빌딩 1층(지번) 청담동 89-6,서울,37.5244973932097,127.041463043475
3530,혜화도담,restaurant,4.1,351,https://place.map.kakao.com/497931179,서울 종로구 대명1길 16-6 1층(지번) 명륜4가 48-2,서울,37.5830258357993,127.000436557404
3531,텍사스데브라질 센트럴시티점,restaurant,3.7,959,https://place.map.kakao.com/26930532,서울 서초구 사평대로 205 1층(지번) 반포동 118-3,서울,37.5044921229104,127.007845270854
3532,마녀주방 강남점,restaurant,3.8,289,https://place.map.kakao.com/26330643,"서울 강남구 강남대로94길 9 크리스탈빌딩 지하1,지하2층(지번) 역삼동 818-14",서울,37.4994839547907,127.028096922783
3533,진진,restaurant,3.6,395,https://place.map.kakao.com/1767349854,서울 마포구 월드컵북로1길 60 1층(지번) 서교동 375-35,서울,37.553806747709,126.918422364162
3534,디라이프 스타일키친 광화문점,restaurant,3.8,453,https://place.map.kakao.com/444516464,서울 중구 세종대로 136 서울파이낸스센터 지하1층 101A호(지번) 태평로1가 84,서울,37.5684232177354,126.97825653257
3535,필동면옥,restaurant,3.7,1439,https://place.map.kakao.com/11231325,서울 중구 서애로 26 1-2층(지번) 필동3가 1-5,서울,37.5603983847784,126.99693958989
3536,하나로회관,restaurant,3.9,97,https://place.map.kakao.com/8641005,서울 종로구 인사동5길 25 하나로빌딩 지하1층(지번) 인사동 194-4,서울,37.5720973140597,126.985392406484
3537,몽중헌 청담점,restaurant,3.8,287,https://place.map.kakao.com/12140312,서울 강남구 도산대로 445 엠빌딩 지하1층(지번) 청담동 97,서울,37.5243352600843,127.044788076146
3538,명인등심 압구정본점,restaurant,4.3,88,https://place.map.kakao.com/21401237,서울 강남구 도산대로 211 동현빌딩 2층(지번) 신사동 587-14,서울,37.5205955456524,127.029681739673
3539,농민백암순대 강남직영점,restaurant,4.6,814,https://place.map.kakao.com/16421356,서울 강남구 역삼로3길 20-4 1층(지번) 역삼동 830-9,서울,37.4949182390409,127.031492194164
3540,모범갈빗살 강남역본점,restaurant,4.4,177,https://place.map.kakao.com/2000332368,서울 서초구 서초대로73길 40 1층 104호(지번) 서초동 1308-25,서울,37.5009272542176,127.024557940948
3541,하이디라오 홍대지점,restaurant,4.2,911,https://place.map.kakao.com/1622865435,서울 마포구 양화로 176 와이즈파크 5층 1호(지번) 동교동 166-14,서울,37.5572467836494,126.924986220455
3542,디벙크,cafe,4.0,470,https://place.map.kakao.com/1040119941,서울 마포구 성지1길 30 더보이드빌딩 지하1층(지번) 합정동 366-1,서울,37.5479100009155,126.915120841267
3543,동강나루터,restaurant,4.3,183,https://place.map.kakao.com/18241603,서울 중구 을지로 99 2층(지번) 을지로2가 101-17,서울,37.5664299904795,126.988973372471
3544,영동설렁탕,restaurant,3.6,628,https://place.map.kakao.com/8008344,서울 서초구 강남대로101안길 24 1층(지번) 잠원동 10-53,서울,37.5161529888478,127.017366051804
3545,하이디라오 강남점,restaurant,4.2,1172,https://place.map.kakao.com/1372079546,서울 서초구 서초대로77길 54 서초W타워 2층(지번) 서초동 1303-37,서울,37.5025798250034,127.024816900875
3546,비스타워커힐서울 명월관,restaurant,4.0,330,https://place.map.kakao.com/17151979,서울 광진구 워커힐로 177(지번) 광장동 22-1,서울,37.5586287308609,127.11170683593
3547,대관원,restaurant,3.5,178,https://place.map.kakao.com/27221935,서울 영등포구 당산로37길 1 2층(지번) 당산동4가 49,서울,37.5294124502066,126.897906297847
3548,꿉당 신사점,restaurant,4.1,687,https://place.map.kakao.com/1407082787,서울 서초구 강남대로 615 금정빌딩 1층(지번) 잠원동 12-21,서울,37.5166413661632,127.018909049863
3549,해몽,restaurant,4.3,359,https://place.map.kakao.com/13294737,서울 서초구 사평대로56길 8 양정빌딩 2층 가호(지번) 서초동 1302-45,서울,37.5032358705882,127.022917469713
3550,VIP참치 종로점,restaurant,4.4,26,https://place.map.kakao.com/149543887,서울 종로구 삼일대로15길 25 2층(지번) 관철동 11-13,서울,37.5687436136485,126.98600804159
3563,한남동한방통닭,restaurant,4.0,670,https://place.map.kakao.com/16330571,서울 용산구 대사관로34길 12 1층(지번) 한남동 632-4,서울,37.5327491368671,127.005971479155
3564,갓덴스시 강남점,restaurant,4.1,609,https://place.map.kakao.com/13575898,서울 강남구 테헤란로 109 강남제일빌딩 1층(지번) 역삼동 822-4,서울,37.4988253733783,127.028991540151
3565,용금옥,restaurant,3.9,73,https://place.map.kakao.com/10703052,서울 중구 다동길 24-2(지번) 다동 165-1,서울,37.5676710997533,126.980510627285
3566,정담은보쌈 신림점,restaurant,3.9,270,https://place.map.kakao.com/18569567,서울 관악구 남부순환로 1661(지번) 봉천동 959-4,서울,37.4852197511771,126.935393665372
3567,할머니냉면,restaurant,3.5,352,https://place.map.kakao.com/10926416,서울 동대문구 왕산로37길 51(지번) 제기동 470,서울,37.5822715535487,127.043676583037
